MLAI        ALA         CrownCover  HsD         N           Cab         Car         Cdm         CwRel       Cbp         Bs          
1.78        52.75       0.9479      0.3592      1.417       31.75       7.937       0.006783    0.7952      0.4442      0.5032      
1.186       19.01       0.9367      0.1455      1.439       37.34       9.336       0.007688    0.7853      1.154       0.6034      
4.463       40.35       0.8986      0.361       1.717       57.87       14.47       0.005183    0.8021      0.1683      0.6819      
2.024       62.26       0.9591      0.3645      1.301       69.77       17.44       0.004783    0.6404      0.8373      0.1073      
1.076       64.59       0.9712      0.4879      1.784       74.69       18.67       0.007337    0.6672      0.3623      0.4177      
5.501       50.52       0.8691      0.2151      1.595       54.52       13.63       0.004925    0.7851      0.08272     0.3371      
7.028       36.39       0.8447      0.2903      1.488       55.34       13.84       0.006377    0.7306      0.3815      0.5626      
6.156       46.01       0.8628      0.4289      1.597       44.61       11.15       0.005436    0.723       0.2027      0.525       
4.759       41.45       0.8895      0.4825      1.778       42.2        10.55       0.005521    0.7987      0.407       0.5407      
1.082       39.85       0.96        0.4557      1.927       45.92       11.48       0.006465    0.678       0.5174      0.06946     
4.834       49.91       0.8941      0.3255      1.404       63.24       15.81       0.004282    0.762       0.1628      0.6121      
3.802       53.8        0.9008      0.4151      1.485       64.92       16.23       0.007908    0.6863      1.17        0.6403      
1.99        65.17       0.9423      0.3496      1.679       32.32       8.079       0.009447    0.6732      0.9574      0.4287      
3.52        52.14       0.9155      0.1096      1.818       38.42       9.605       0.003713    0.7263      0.7017      0.3359      
1.215       12.7        0.975       0.3859      1.89        24.81       6.202       0.007355    0.6469      0.7803      0.2203      
2.102       46.95       0.9453      0.3297      1.976       51.98       13          0.005314    0.6351      1.042       0.4932      
0.3863      34.78       0.9755      0.1822      1.427       72.36       18.09       0.00943     0.6184      1.765       0.4398      
6.81        34.02       0.8624      0.337       1.68        47.77       11.94       0.005605    0.721       0.596       0.5535      
1.973       13.57       0.9277      0.2256      1.323       36.17       9.043       0.008595    0.6599      0.266       0.6451      
0.7386      11.03       0.9412      0.4951      2.13        37.69       9.422       0.003771    0.6272      0.4753      0.2356      
3.155       16.12       0.925       0.3104      1.357       74.19       18.55       0.007919    0.6953      0.7265      0.8413      
7.31        49.83       0.8528      0.4972      1.44        41.69       10.42       0.006592    0.7537      0.2856      0.6294      
5.097       31.35       0.8793      0.4598      1.362       64.86       16.21       0.00527     0.7005      0.442       0.3852      
6.845       42.22       0.8593      0.1835      1.501       51.95       12.99       0.006027    0.7573      0.2997      0.3876      
4.263       47.72       0.9012      0.2194      1.595       66.75       16.69       0.007149    0.688       0.9997      0.5314      
4.229       42.38       0.8964      0.2458      1.359       49.78       12.44       0.007794    0.7965      0.8488      0.249       
0.4777      40.64       0.9813      0.2971      1.797       80.11       20.03       0.008836    0.6451      0.6678      0.3875      
1.904       46.59       0.927       0.2722      1.567       65.31       16.33       0.008209    0.8185      1.049       0.3529      
0.7068      35.37       0.9652      0.2956      1.833       41.72       10.43       0.006272    0.7896      0.08884     0.3232      
0.2008      76.96       0.9762      0.1453      1.568       43.32       10.83       0.003433    0.6847      0.5983      0.3747      
1.057       16.62       0.9564      0.4877      1.406       49.69       12.42       0.008068    0.792       0.9173      0.8068      
3.335       41.67       0.9151      0.3079      1.687       60.61       15.15       0.006493    0.7035      0.8138      0.1914      
1.734       11.7        0.9444      0.2334      1.613       44.03       11.01       0.006765    0.7327      0.1492      0.3817      
0.2349      76.36       0.9866      0.2076      1.865       57.18       14.29       0.003128    0.7671      0.8485      0.8711      
5.864       46.47       0.8781      0.1507      1.788       36.27       9.066       0.007243    0.7829      0.8254      0.6272      
0.03682     75.89       0.9513      0.1294      2.121       67.93       16.98       0.006575    0.792       0.2926      0.09316     
0.5082      10.08       0.9811      0.1222      1.356       31.2        7.8         0.007787    0.6142      1.761       0.9221      
0.3469      48.64       0.9558      0.1495      1.497       78.4        19.6        0.008628    0.8413      0.1683      0.7889      
4.58        46.5        0.8902      0.3356      1.792       35          8.751       0.006937    0.7643      0.8942      0.3292      
2.563       65.6        0.9215      0.259       1.385       64.04       16.01       0.006186    0.7948      1.139       0.58        
2.775       24.65       0.9188      0.1418      1.804       47.65       11.91       0.006866    0.7939      0.6146      0.1687      
2.746       23.46       0.9231      0.1251      1.602       43.05       10.76       0.004899    0.6972      1.236       0.154       
0.6913      11.29       0.9832      0.4616      1.594       28.93       7.233       0.005883    0.7916      0.8605      0.9163      
4.953       57.3        0.8766      0.4493      1.707       53.48       13.37       0.005731    0.7769      0.3313      0.5174      
0.9163      16.5        0.9389      0.4801      1.89        50.65       12.66       0.01024     0.7006      1.784       0.154       
1.594       69.74       0.9449      0.2555      1.539       43.44       10.86       0.008801    0.6546      0.1559      0.8399      
1.044       44.74       0.9552      0.4733      2.111       58.36       14.59       0.0047      0.7799      0.6406      0.1934      
1.85        12.04       0.9562      0.453       1.398       49.03       12.26       0.004581    0.6553      0.3758      0.5941      
2.488       56.39       0.9288      0.4598      1.893       78.38       19.6        0.003894    0.8138      0.1524      0.3485      
0.5755      50.75       0.9532      0.1986      1.258       68.8        17.2        0.003494    0.7617      0.4562      0.3241      
1.636       58.63       0.9611      0.1006      1.282       74.8        18.7        0.006696    0.6869      0.3188      0.2527      
1.098       69.36       0.9546      0.1919      1.835       65.81       16.45       0.005539    0.7404      1.734       0.2871      
2.628       61.54       0.9403      0.4423      1.754       27.29       6.823       0.004576    0.645       1.068       0.3427      
2.646       35.39       0.9296      0.1936      1.986       47.35       11.84       0.003956    0.7692      0.7795      0.1522      
5.301       45.34       0.8881      0.455       1.827       50.29       12.57       0.005791    0.752       0.9065      0.3983      
4.987       30.82       0.8849      0.2288      1.725       55.43       13.86       0.005065    0.6793      0.3337      0.4199      
7.42        35.6        0.8389      0.2584      1.433       45.9        11.48       0.005756    0.7385      0.2493      0.6119      
2.79        22.01       0.9328      0.1635      1.636       41.49       10.37       0.009095    0.6718      0.4499      0.3211      
1.268       64.52       0.9623      0.1332      2.055       46.36       11.59       0.009541    0.8343      0.5132      0.7139      
6.547       45.14       0.8525      0.1571      1.461       43.7        10.93       0.00675     0.7815      0.5688      0.4727      
2.893       26.79       0.9332      0.4306      1.956       34.26       8.565       0.004222    0.6659      0.364       0.5475      
3.351       23.38       0.9107      0.3881      1.563       72.53       18.13       0.006176    0.7695      1.251       0.7706      
1.936       54.76       0.9487      0.4169      1.868       79.85       19.96       0.007432    0.7864      0.8034      0.4333      
